account_id;transaction_count;transaction_value_count
5270;462;15016.13225108225
1843;462;5983.6296536796535
2763;462;13579.851515151517
2770;461;1257.2130151843817
10911;460;7146.399347826087
2322;460;6810.385217391305
1695;459;13701.464052287582
3195;459;1603.90871459695
8212;459;12763.522222222222
5991;459;4734.439433551199
1809;459;6253.812200435729
3309;459;4404.930283224401
4259;458;11875.13886462882
334;458;5773.667248908298
5428;458;10178.935807860262
2862;457;7700.855361050328
10440;457;2606.168490153173
90;457;6214.078336980306
9591;457;9564.720568927789
510;456;7222.552412280702
773;456;4130.357456140351
443;455;934.8432967032967
3649;455;5864.124615384616
1134;454;4071.996035242291
9472;454;9881.049779735682
2216;454;11837.73986784141
5228;454;15677.367400881058
5120;453;9866.774392935982
10266;453;9714.766445916115
2313;453;4237.019426048565
1539;452;8040.973230088495
8566;452;6777.677876106194
8489;451;5305.129933481153
3808;451;4920.432594235033
1544;451;5937.567405764967
1999;450;7515.920888888889
3804;450;8711.622
1534;450;4907.486666666667
1931;450;2922.33
7454;449;1556.713140311804
3513;449;6375.077505567929
4321;448;14540.038839285715
1767;448;5778.710044642858
1926;447;1820.962192393736
2464;447;9887.19284116331
441;447;13110.631767337809
1166;447;6158.566666666667
2789;447;3680.203355704698
862;446;15189.118609865473
2011;446;904.7966367713004
395;445;7438.730112359551
2568;445;6403.645393258427
3261;445;3099.158426966292
148;445;990.5431460674157
3551;445;1134.9842696629214
3835;445;4855.983146067416
885;444;6666.105405405405
1297;444;6359.422072072072
426;444;6998.74617117117
2199;444;1353.5277027027028
1975;443;3651.302708803612
3850;443;6358.886230248308
678;443;2374.6401805869077
3609;442;6621.907918552036
1201;442;4775.015610859728
8041;442;12672.645475113122
2170;442;14000.306561085972
562;441;2900.374603174603
1449;441;2114.2156462585035
3133;441;6304.183900226758
657;441;1949.7131519274376
6034;441;10133.123356009071
1392;441;7775.126757369614
3367;441;7797.634467120181
401;441;4467.593650793651
1485;441;7756.645578231293
1965;441;10712.820408163265
10942;441;14230.557142857144
1605;441;13668.48707482993
1934;441;3164.1215419501136
10320;441;8510.056916099773
2705;440;6213.767727272727
2701;440;3351.2218181818184
8934;440;5568.0027272727275
2479;439;1982.0776765375854
572;439;5510.338496583144
225;439;2355.4820045558085
3112;439;10986.98861047836
2037;438;5578.932191780821
3883;438;2182.6659817351597
3327;438;3731.7710045662097
470;438;2443.9070776255708
1136;438;9806.389041095892
10079;438;12142.31894977169
6555;438;9688.57694063927
160;437;4228.266590389016
7774;437;8653.010983981692
947;437;1912.3183066361555
3580;437;4672.471395881007
4131;436;12023.291743119267
883;436;4916.630733944954
2378;435;12220.620459770116
3675;435;15946.74735632184
7769;435;12332.515632183908
3955;435;2723.54091954023
3222;435;930.5142528735632
2082;435;6743.870804597701
5767;434;3150.3343317972353
1453;434;13768.432258064515
3053;434;4121.6023041474655
163;434;2144.0523041474653
9006;433;10415.231177829099
9703;433;11094.842725173212
3017;433;4983.744110854504
3001;433;2385.324480369515
7607;433;4838.523094688222
2494;433;11244.770438799076
212;432;17636.81111111111
3697;432;4384.613425925926
1352;432;6283.326851851853
8132;432;8738.733101851853
2799;432;10425.669907407408
2670;432;8657.429166666667
83;431;3289.9259860788866
6425;431;4429.446403712297
7546;431;5512.20951276102
4448;431;10880.96705336427
9403;431;6206.530394431555
3669;430;2548.6476744186048
6636;430;8723.55930232558
4134;430;10894.367441860466
3136;430;3755.829069767442
3521;429;17252.28251748252
1247;429;11360.431235431235
1545;429;7642.692307692308
4743;429;13174.931002331003
3636;428;3359.188785046729
1016;428;6614.164719626168
2146;428;6695.591822429906
1146;428;7104.508411214953
10940;428;7667.821028037383
1536;427;10114.15362997658
5385;427;5495.932318501171
3166;427;9726.22693208431
9041;427;10257.506791569087
2647;427;4821.835128805621
627;426;7955.6507042253525
1637;426;1884.7558685446008
2242;426;15366.499530516432
3554;425;2329.5995294117647
3268;425;983.1988235294118
8260;425;14296.16705882353
1861;425;5092.165647058823
635;425;8340.59317647059
68;424;8597.946933962265
1169;424;9640.50566037736
3786;424;13970.528301886792
3972;424;5484.83820754717
437;424;7331.351179245283
2321;424;13941.178773584905
3785;423;9237.284160756502
8173;423;13587.570212765959
1966;423;7418.962411347518
8377;423;6611.670212765957
7231;423;13355.466193853428
3871;422;1370.8035545023697
2201;422;919.9988151658767
2962;422;11484.25308056872
8316;422;10682.702369668248
2582;422;6916.745260663507
2881;422;3300.175355450237
3613;422;3141.724407582938
8492;422;3307.3130331753555
3747;421;3044.824465558195
10439;421;11902.29643705463
2282;421;15182.222090261283
9583;421;12920.585510688836
1050;421;9041.680997624704
1005;420;12712.258333333333
2419;420;14347.51619047619
8759;420;9997.700238095238
2227;420;13005.104047619048
1039;420;14179.984523809524
1345;420;7279.200476190476
2574;419;5709.122673031026
346;419;7306.8486873508355
2423;419;1867.7556085918854
774;418;2383.9772727272725
5724;417;6653.076978417266
2534;417;2021.629016786571
1018;417;1425.206954436451
2638;417;5649.072182254197
3091;416;5075.417788461538
1671;416;2137.783653846154
411;416;6833.171634615384
11135;416;5049.229807692308
3693;416;6204.050721153846
8051;416;9533.832451923077
9750;416;10353.194711538461
2651;416;12994.413221153847
892;416;1958.558173076923
6148;416;7037.1480769230775
2393;416;4089.388701923077
467;415;3599.181204819277
7815;415;7570.04048192771
1168;415;2579.032048192771
4576;415;6633.3378313253015
2581;415;7073.042168674699
7485;415;7871.535421686747
4318;415;16559.911807228917
1780;414;9078.210869565217
3618;414;5628.647342995169
7861;414;4174.142995169082
2501;414;5476.621014492754
9635;414;1555.5135265700483
3678;414;3866.6541062801934
1132;414;17841.643236714976
3751;414;6545.927053140096
535;414;5939.830917874396
2061;414;1656.25193236715
3787;413;7591.8050847457625
2824;413;4952.833414043584
730;413;13750.166343825666
2302;413;4216.637530266344
2306;413;4119.615496368038
8129;413;7053.155447941889
186;413;12428.827602905569
861;413;6068.694430992736
1127;412;8688.91432038835
1970;412;7098.352427184466
543;412;1153.5703883495146
1012;412;7505.293689320389
2167;412;8136.214320388349
3069;412;8313.802669902912
2425;411;3558.2255474452554
2818;411;14065.682238442823
1493;411;1740.1535279805353
3319;411;1312.9367396593675
1944;411;6611.091484184915
1771;411;2242.336496350365
2070;410;4765.503658536585
4894;410;10335.819024390243
944;410;6241.484146341463
3157;410;1889.6621951219513
1204;410;7539.613902439025
86;410;1085.1068292682926
3788;409;2648.632273838631
1256;409;4549.53520782396
34;409;10617.678484107579
6118;408;7433.610784313726
445;408;6590.308823529412
3915;408;8435.48112745098
5256;408;8926.522549019608
389;408;2325.081862745098
2245;408;11978.062990196078
2738;408;4674.140441176471
4355;408;2506.014215686275
1610;408;9489.74362745098
757;408;2632.018382352941
3497;407;5379.4965601965605
1495;407;8085.242260442261
3566;407;2056.878624078624
1332;407;8125.60343980344
1686;407;1881.7201474201474
4000;407;2585.085257985258
4337;407;12470.097051597051
5011;407;11957.770515970515
2038;407;2198.4201474201473
9814;407;8986.131941031941
3927;407;2068.8572481572483
3258;406;9154.490147783252
4476;406;3791.621921182266
790;406;9284.459359605911
228;406;7186.839655172414
7965;406;8256.87709359606
3039;406;3299.268965517241
2427;406;5040.025123152709
2895;406;6719.437931034482
9828;406;11348.628078817734
2884;405;2796.3501234567902
2639;405;8775.667407407407
1699;405;1796.5953086419752
1123;405;5405.483950617284
100;405;4176.764197530864
979;404;6689.489356435644
623;404;1047.6549504950494
2664;404;4716.807425742574
1189;404;1129.356188118812
1882;404;1962.4754950495048
928;404;3152.732425742574
9104;403;8530.74540942928
1054;403;3729.1037220843673
188;403;6990.485111662531
1535;403;2327.125558312655
1397;403;6469.432009925558
8027;403;13582.181141439207
11065;403;4401.689578163771
1292;403;3329.7709677419352
3306;403;4170.190074441688
1787;403;10195.761538461538
5481;403;12428.34193548387
748;403;4153.941687344914
2673;402;4014.6900497512434
2666;402;993.1276119402985
3571;402;2147.060696517413
6715;402;6432.701990049752
7606;402;10185.40671641791
3713;402;13984.569651741294
3213;402;1017.0268656716418
1032;401;18273.052618453865
2175;401;12103.031670822944
6226;401;14412.395261845386
496;401;2517.2563591022445
7190;401;3107.8650872817952
2352;400;5092.527
3778;400;8103.64975
2470;400;5352.4572499999995
652;400;5546.75625
2345;400;6712.4895
3510;400;14048.308500000001
697;399;8270.332330827068
1851;399;2763.343107769423
1118;399;2748.3889724310775
2330;399;1179.3275689223058
128;399;2042.2804511278196
344;399;4615.171929824562
10131;399;7253.251879699248
39;399;2038.9461152882207
322;399;6337.480200501253
2665;398;2502.7959798994975
2896;398;1088.940703517588
2641;398;7784.171105527638
6273;398;9029.850753768844
977;398;5389.838442211056
3796;398;5652.825628140704
3042;398;5215.06608040201
3612;397;4023.3261964735516
2576;397;10563.463476070528
1824;397;7642.334760705289
4415;397;5564.436020151134
2758;397;3225.9778337531484
2467;397;8224.87783375315
860;397;5020.587153652393
2842;397;933.8015113350126
2876;396;6462.549747474748
2711;396;7281.068686868687
3221;396;1654.5681818181818
2880;396;6259.963131313131
497;396;8014.580050505051
2179;396;7540.797474747475
1126;396;2204.041161616162
3127;395;11120.983797468354
1425;395;2987.6577215189873
119;395;7874.059240506329
151;394;1833.9527918781725
2584;394;1360.7375634517766
1207;394;7060.761421319797
461;394;2140.3571065989845
1837;394;8027.781725888325
446;394;8710.75964467005
942;393;1995.467430025445
340;393;1761.965903307888
2099;393;12391.730279898218
1285;393;7017.23486005089
1411;393;4825.873027989822
8856;393;10621.714503816793
1071;393;9562.872264631043
484;392;2481.230867346939
930;392;5294.384693877551
624;392;14397.178316326532
759;392;1421.5525510204081
8127;392;12240.716326530612
4774;392;7604.438265306122
813;392;4903.936479591837
8411;392;6024.196428571428
3108;391;1066.3726342710997
717;391;7726.087979539641
3760;391;13910.277493606138
6051;391;3617.0427109974426
8957;391;8768.49769820972
3654;391;7423.612531969309
279;391;996.8117647058824
3087;391;864.4539641943734
415;391;5182.646803069053
2552;390;6461.442564102565
991;390;7892.618461538462
767;390;4703.111794871795
1475;390;8434.03282051282
1834;390;6548.4766666666665
3316;389;5869.958611825193
1701;389;11024.597429305913
1372;389;2994.459383033419
10906;389;10773.660925449873
1527;389;9456.969922879176
1786;389;6757.515938303342
408;389;4812.2385604113115
651;388;6870.620360824742
78;388;6364.6275773195875
1877;388;1925.3963917525775
3869;388;14373.626030927837
3008;388;2389.2487113402062
3429;388;1984.307731958763
36;388;7198.464432989691
456;387;18962.825322997418
3891;387;5808.505167958657
4413;387;11057.841602067185
2732;387;13074.464857881138
4484;387;12335.5669250646
2660;387;14512.291989664083
10227;387;10046.721447028423
1805;386;9526.48756476684
6897;386;12307.043523316062
882;386;4466.565284974093
1268;386;1438.202590673575
7523;386;6060.565025906736
1299;386;1414.0183937823833
2925;385;2769.9636363636364
59;385;4681.507272727273
190;385;4483.875584415585
1625;385;3237.773766233766
886;385;6819.49948051948
104;385;1045.7483116883116
1442;384;6870.246614583334
2554;384;9115.661458333334
3287;384;7972.828385416667
2213;384;3867.6083333333336
1658;384;1076.9296875
2894;384;15649.162760416666
9030;384;4626.195572916667
2915;384;17628.568229166667
3939;384;3068.8609375
3026;383;8132.114099216711
3923;383;8452.581984334203
31;383;15163.648825065275
3267;383;4549.219843342036
3465;383;3825.4772845953003
489;382;6197.056282722513
67;382;11827.65445026178
2493;382;3716.7243455497382
5574;382;14292.454973821988
2707;382;9220.491623036649
9897;382;5207.999214659686
289;381;5619.212598425197
1145;381;971.2887139107612
6472;381;12862.13464566929
1153;381;4023.1015748031496
1269;381;4008.7753280839893
890;380;2967.5907894736843
183;380;4989.127894736843
1197;380;1549.8134210526316
3147;380;3221.3834210526315
3748;380;1076.7365789473686
3402;380;11578.499210526315
1410;380;7488.626315789474
1497;380;3223.0263157894738
10656;380;7312.671842105263
2078;380;5447.070000000001
2087;380;10399.886578947368
347;379;10410.830343007916
35;379;1841.5886543535619
391;379;2139.224538258575
7136;379;8252.138786279684
3352;379;1802.2147757255937
3545;379;8030.916622691293
1507;379;7866.17889182058
1106;379;9353.359102902376
2543;378;2157.490740740741
3259;378;1252.3854497354498
259;378;2128.182275132275
2541;378;3928.134656084656
2839;378;5161.368253968254
172;378;8156.290476190476
11359;378;7799.157142857142
50;377;5084.626525198939
3323;377;7916.062864721486
1775;377;2554.514058355438
1887;377;3451.073209549072
3237;377;6418.9
3653;377;6985.647745358091
7418;377;4177.474535809019
6924;376;7799.980319148936
2336;376;2294.6779255319148
9790;376;9678.730851063829
115;376;3286.101063829787
2417;376;1868.5039893617022
319;376;8953.593617021277
1337;376;2484.329255319149
2616;376;7516.347872340425
2771;376;7207.522872340426
3419;375;3531.9306666666666
3781;375;9505.414933333333
1590;375;3140.5890666666664
844;375;15114.171733333334
2572;375;13995.486933333332
3289;374;4078.505347593583
3072;374;8696.762299465241
2519;374;2016.43743315508
1322;374;1531.6697860962568
2592;374;4535.1427807486625
2865;374;3220.222459893048
1079;374;9959.487967914438
197;374;8771.602139037434
10788;373;6009.70455764075
3201;373;3279.7849865951744
3683;373;8655.938605898124
5065;373;10586.615549597855
165;372;2360.934139784946
274;372;7599.908064516128
1730;372;2438.393548387097
787;372;2506.7801075268817
1077;372;2741.231989247312
750;372;6214.3766129032265
4066;372;10380.561290322581
3246;372;3016.955107526882
2819;372;5553.130913978494
5868;372;11865.731989247312
925;372;7498.034677419355
4427;372;4348.222849462365
2435;371;12673.881401617251
5483;371;7411.088948787062
374;371;9642.863072776281
1694;371;13934.75040431267
1896;371;10740.196226415093
2867;371;8436.566846361186
3575;371;3098.6059299191375
1829;370;3161.834864864865
574;370;15606.036486486486
2620;370;2614.110810810811
2841;370;3544.937027027027
4437;370;2306.8086486486486
7184;370;5544.45972972973
3505;370;8601.623513513514
2503;370;3999.475945945946
23;370;8637.45945945946
465;370;5695.951891891892
2861;369;2222.2517615176153
3374;369;9872.053929539295
300;369;2320.349322493225
5546;369;10091.360704607047
1972;369;2039.438753387534
960;369;11889.723848238482
2912;369;15204.012737127372
1164;369;2366.2368563685636
3682;369;2478.630352303523
3361;369;3926.092682926829
3704;369;2329.90054200542
3011;369;1102.449864498645
747;369;1985.1262872628727
299;368;14649.142391304349
4416;368;2397.220652173913
2810;368;3103.8888586956523
4159;368;2615.261141304348
235;368;1126.5611413043478
11333;368;8955.966032608696
1959;368;2176.0057065217393
2140;368;1478.1959239130433
3699;368;7445.035326086957
929;368;3552.7752717391304
29;367;5138.786648501362
2361;367;3251.2572207084468
1222;367;2440.9531335149863
540;367;3141.5891008174385
2623;367;2395.1618528610356
3284;366;3193.8857923497267
2859;366;11918.307923497268
4580;366;10737.189071038252
73;366;7007.049453551913
1053;366;3275.854918032787
626;366;2850.062841530055
2695;366;7649.445901639345
7844;366;11498.813387978142
40;366;2475.718306010929
837;366;7966.848633879782
3225;366;7439.388524590165
3364;366;11237.849453551913
2940;365;8283.751506849314
4035;365;11876.112054794521
15;365;6382.391506849315
4260;365;8956.27890410959
2802;365;1575.7071232876713
370;365;960.3139726027397
3283;364;7608.6815934065935
2749;364;12863.069505494504
3878;364;1061.1483516483515
3168;364;2360.7398351648353
744;364;2136.6722527472525
2628;364;13020.798351648351
354;364;4227.894505494506
10904;364;2200.3903846153844
11320;364;6919.211813186814
10884;363;6286.265564738292
6281;363;5119.112121212121
2298;363;8496.318732782369
1422;363;2122.0126721763086
243;363;13568.62258953168
3173;363;1531.793388429752
4240;362;11832.463535911602
3307;362;2590.683149171271
559;362;2154.1267955801104
2714;361;2812.963157894737
3479;361;4622.6875346260385
345;361;6030.603047091413
2009;361;7740.200831024931
1373;361;1067.5603878116344
609;361;856.4443213296399
2220;361;2378.313296398892
9;361;1929.1803324099722
317;361;2233.886980609418
817;361;7265.109695290859
3210;360;9892.191666666668
1880;360;2122.0752777777775
471;360;2640.057222222222
1062;360;9071.513888888889
8931;360;10654.2025
4013;360;5123.3175
2434;360;2210.2638888888887
1120;360;1819.166388888889
2778;360;4688.767777777777
1830;360;4943.635
4377;360;14587.603055555555
9627;360;13069.84861111111
3965;359;6464.2885793871865
3775;359;2231.976323119777
950;359;8187.483008356546
2987;359;8847.261838440112
2712;359;2530.164066852368
4171;359;11044.228969359332
764;359;2450.859888579387
400;359;5427.774651810585
8776;359;4133.011977715878
1617;358;2213.881284916201
3822;358;7355.739944134078
1930;358;2344.946089385475
5369;358;2710.3832402234634
851;358;9416.999162011174
4034;358;2814.893854748603
4511;358;2784.06843575419
1375;358;6783.541620111731
1116;358;4942.893016759776
1979;358;1179.3265363128492
2375;358;7686.079329608939
1437;358;959.7203910614526
2511;358;4556.382960893855
576;358;2445.863966480447
1217;358;1045.4522346368715
4434;357;13976.766106442577
1784;357;2499.119887955182
3820;357;4959.458823529412
2357;357;2532.15406162465
2513;357;1644.692156862745
719;357;1382.153781512605
2269;357;3813.2913165266104
222;357;14385.381792717086
1499;357;2805.0025210084036
6930;357;9312.588795518208
2613;357;1735.5985994397759
287;357;1569.4016806722689
700;357;1745.1943977591036
517;357;9027.673949579832
62;356;1962.9929775280898
112;356;2485.1087078651685
462;356;7749.439325842696
3863;356;5126.065449438202
7011;356;10497.174719101124
563;356;3810.6272471910115
1468;356;1073.8233146067414
2228;356;9030.531460674158
5700;355;4089.80338028169
3570;355;2783.896901408451
1994;355;8230.705915492958
7795;355;14076.824507042254
4296;355;8104.039718309859
1688;355;2087.9290140845073
4350;354;9237.749152542374
2293;354;2590.3505649717513
3954;354;2265.7579096045197
2497;354;2655.8754237288135
965;354;2019.9762711864405
1107;354;2260.2169491525424
2985;354;1746.191242937853
6363;354;4660.75593220339
3218;354;1061.2217514124293
648;354;7284.871186440678
2588;354;6511.561864406779
2155;353;1224.885552407932
1458;353;6100.5920679886685
428;353;2521.272521246459
3738;353;8047.822096317281
5387;353;4021.6991501416433
1621;353;5921.731161473088
1401;353;2417.1070821529747
907;353;1446.5461756373938
539;353;11613.286968838527
4352;353;9745.793201133145
1080;353;8787.39688385269
3469;353;2174.854390934844
548;353;1991.6770538243627
4727;353;10215.467422096317
3466;353;6589.989801699717
1287;353;6162.0399433427765
6030;353;7888.511898016997
3371;352;11694.636647727273
3969;352;7142.989204545455
2433;352;1779.1286931818183
2739;352;2601.596590909091
10365;352;8910.681534090909
27;352;3423.165056818182
3608;352;7397.928125
26;351;9888.995441595442
3099;351;2283.2074074074076
1017;351;6745.773504273504
1604;351;6478.329344729345
1804;351;11165.713675213676
2569;351;2057.1868945868946
688;351;1539.431623931624
3514;351;1340.5230769230768
2618;351;2529.3039886039883
3592;351;2443.5116809116807
1065;350;2402.0214285714287
1680;350;7244.183142857143
2250;350;8176.925142857142
5366;350;13306.798857142856
4195;350;14606.484857142857
3164;349;2046.8825214899714
1144;349;1333.3805157593122
142;349;1802.6429799426935
2489;349;2278.3501432664757
4055;349;8951.174785100287
630;349;1469.5518624641834
1575;349;2123.120916905444
192;349;2339.701146131805
4347;349;2554.540687679083
2817;349;5744.719484240688
3691;349;2585.7934097421203
3600;349;2345.6392550143264
1806;349;2033.458452722063
1509;349;4881.432091690544
3181;349;2429.73553008596
1237;348;13118.136206896554
2177;348;2066.733908045977
5372;348;13765.10747126437
1481;348;1243.605459770115
1476;348;2485.6336206896553
597;348;7453.040517241379
1203;348;5081.580747126437
5740;348;10524.606609195402
2431;348;2147.552011494253
1451;348;2439.1117816091955
1635;348;6755.663793103448
2088;348;2250.352011494253
2609;347;13062.557060518731
1822;347;1970.401152737752
1675;347;1746.5755043227664
1770;347;7694.197406340058
9377;347;8033.488472622478
3275;347;2422.6671469740636
943;347;1275.6809798270892
699;347;14082.443804034581
969;347;2593.5466858789623
9731;346;5871.894797687862
7957;346;10580.026011560694
1353;346;5635.424566473988
1981;346;1121.0904624277457
2974;346;2152.200289017341
1306;346;4807.088728323699
1414;346;4642.018497109826
1874;346;1218.6875722543352
3660;346;2192.237572254335
1277;345;2383.839420289855
1477;345;1267.3220289855071
3978;345;6409.554202898551
306;345;2484.4565217391305
2253;345;2245.828115942029
2671;345;1391.3046376811594
3047;345;1380.6936231884058
701;344;2504.498837209302
4596;344;9003.926744186047
2733;344;1157.8625
1416;344;12134.528488372092
1664;344;8523.118023255814
1048;344;2357.1947674418607
11362;344;3866.3095930232557
378;344;11415.406686046512
33;344;9395.30465116279
2472;344;5898.325
1782;343;2386.7507288629736
5541;343;2570.685131195335
1174;343;6093.254518950437
2222;343;10883.839067055393
1831;343;2348.5903790087464
2342;343;1279.0160349854227
2913;343;1540.1402332361515
3032;343;2433.95889212828
216;343;2047.2673469387753
1731;342;1924.7175438596491
4329;342;3104.9365497076024
3912;342;1963.241812865497
1518;342;7272.468421052632
1235;341;1531.3255131964809
2454;341;2943.4967741935484
998;341;9745.919941348975
2161;341;5371.664809384164
3651;341;2018.4733137829912
575;341;3292.731671554252
2557;341;2102.1724340175956
1147;341;9789.480058651026
2186;340;2086.715
2504;340;9028.225
3734;340;2501.1200000000003
3086;340;8154.381764705882
2736;340;3976.7335294117643
4255;340;13554.489705882354
8327;339;7587.209734513274
1937;339;1920.5905604719762
2001;339;13708.367551622418
1583;339;11282.517994100295
7824;339;10046.266666666666
1098;339;1909.4761061946904
1249;339;1247.1233038348082
61;339;1399.9097345132743
8547;339;10054.15545722714
2072;339;9591.608259587021
11186;339;12455.629498525075
435;339;2072.714749262537
2256;339;1968.6321533923306
2617;338;1112.5473372781064
2585;338;6809.583431952663
3129;338;2406.7449704142014
3226;337;1736.4703264094956
8558;337;6030.210089020772
2742;337;5039.793175074185
3051;337;11551.54005934718
3405;337;7547.950148367953
1073;337;3078.827299703264
1512;337;5439.1902077151335
1552;337;9356.386943620178
552;337;1941.206231454006
5092;337;1660.2572700296735
1115;337;1368.8293768545993
153;336;5616.7357142857145
3960;336;1965.6360119047617
1159;336;4286.3139880952385
2687;336;2440.7702380952383
363;336;13888.569642857145
2849;336;2446.9821428571427
1076;335;3927.9462686567163
3586;335;5653.080298507462
1511;335;14719.971940298507
1852;335;1362.9719402985074
2549;335;2239.0737313432833
3718;335;1450.1671641791045
4423;335;8097.128955223881
1315;335;2919.3349253731344
3687;335;4759.200895522388
2139;335;7908.582388059702
126;335;9452.159402985075
3528;335;8179.973432835821
4470;335;16149.006865671641
1496;334;4458.838023952096
2911;334;3498.1907185628743
