account_id;transaction_value_count
1184;14942.515050167223
625;14939.738497652581
4003;14901.127642276422
4116;14886.25
2007;14871.445098039214
1745;14863.0
3156;14810.238983050847
2796;14803.997402597402
1461;14789.191089108912
2279;14780.366666666667
2480;14773.496078431373
6592;14761.070089285715
3326;14757.544852941177
1309;14733.073151750972
1511;14719.971940298507
2959;14710.795370370372
4320;14682.236734693877
1772;14660.564545454545
299;14649.142391304349
1004;14620.234285714287
4195;14606.484857142857
4377;14587.603055555555
82;14580.790060240963
3602;14573.675000000001
4321;14540.038839285715
1230;14524.257142857143
2660;14512.291989664083
1154;14464.587096774194
4349;14425.738759689923
6226;14412.395261845386
624;14397.178316326532
222;14385.381792717086
3869;14373.626030927837
733;14366.839781021898
2265;14358.748979591837
2811;14351.670869565216
3296;14347.894323144104
2419;14347.51619047619
2218;14315.7454248366
3330;14308.867741935484
8260;14296.16705882353
5574;14292.454973821988
797;14283.430769230768
8896;14278.75147679325
10942;14230.557142857144
10257;14227.998734177214
1407;14226.384065934066
9504;14207.610606060605
1039;14179.984523809524
4103;14146.38966789668
1218;14134.871074380164
1286;14125.348504273503
4768;14109.937433155079
7733;14108.68350515464
3446;14095.420765027322
1893;14084.943783783785
699;14082.443804034581
2775;14077.257627118643
7795;14076.824507042254
2818;14065.682238442823
7614;14049.903180212015
3510;14048.308500000001
10644;14032.9875
4616;14029.16693548387
1890;14015.819101123594
2170;14000.306561085972
2572;13995.486933333332
5129;13990.103024193548
11317;13987.599354838709
3713;13984.569651741294
5817;13983.631683168318
4434;13976.766106442577
3786;13970.528301886792
2321;13941.178773584905
1694;13934.75040431267
2972;13930.269418960244
3760;13910.277493606138
363;13888.569642857145
3507;13887.62036199095
3163;13867.198347107438
5250;13855.121014492754
4237;13851.289513108613
2860;13850.929591836735
3035;13838.456465517242
5632;13825.125153374232
1862;13812.927636363636
1330;13786.60197368421
8153;13780.287407407408
11053;13773.075572519083
1453;13768.432258064515
5372;13765.10747126437
2209;13764.123505976095
730;13750.166343825666
2625;13744.718454935623
3208;13726.303157894738
2445;13715.959788359787
1432;13713.240229885056
2001;13708.367551622418
1695;13701.464052287582
3153;13686.557518796992
3733;13681.736464088397
1605;13668.48707482993
8523;13661.783243243242
139;13615.057142857144
1598;13610.0072
3755;13595.305217391306
8173;13587.570212765959
2187;13587.443243243242
6157;13585.457731958762
72;13584.068181818182
8027;13582.181141439207
2763;13579.851515151517
3496;13576.979775280899
940;13575.520538720539
243;13568.62258953168
255;13567.033116883118
4255;13554.489705882354
304;13483.675000000001
7123;13461.320212765957
7990;13452.052803738317
4949;13441.237662337662
3768;13401.738144329898
5213;13399.673089700997
1523;13386.610666666667
1328;13367.014880952382
7231;13355.466193853428
1508;13341.11847133758
2977;13338.643715846994
3387;13326.155384615384
4969;13323.08761904762
7859;13306.943076923078
5366;13306.798857142856
4503;13284.483276450512
10005;13284.447945205478
417;13283.724193548389
1384;13268.705952380953
2930;13266.662777777778
7562;13248.565423728813
3970;13245.287445887445
2586;13228.56814159292
6701;13227.722338204592
3906;13215.10425531915
6922;13213.304629629629
2598;13209.785990338165
2111;13192.888590604027
10973;13179.012658227848
4743;13174.931002331003
4258;13153.04052631579
3228;13142.279005524862
2646;13138.993798449612
2803;13128.41121495327
3265;13125.093607305937
1237;13118.136206896554
441;13110.631767337809
2732;13074.464857881138
9627;13069.84861111111
2240;13069.001863354037
2754;13063.555648535566
2609;13062.557060518731
1396;13057.919387755102
5196;13057.11
4276;13047.727974276528
1029;13045.236567164178
377;13042.140060240963
2295;13041.214204545455
1490;13037.759375
2889;13028.827227722773
2628;13020.798351648351
11349;13017.671710526316
2227;13005.104047619048
2651;12994.413221153847
2838;12990.83721340388
1962;12988.658914728681
5477;12981.241696113073
4293;12978.68221153846
7045;12969.073943661971
6985;12966.316607773852
1254;12955.717164179105
2246;12953.861904761905
1274;12949.223163841807
2486;12940.828464419475
3389;12933.859109311741
9583;12920.585510688836
2051;12916.333928571428
5505;12898.718518518517
3839;12888.20811965812
339;12879.660185185186
5661;12878.243718592965
9833;12866.431627056672
2749;12863.069505494504
6472;12862.13464566929
1480;12860.917283950617
3344;12860.620143884891
685;12843.630136986301
6910;12836.30170940171
132;12807.854040404041
5698;12802.759595959595
3253;12801.995015576324
3089;12784.6985
397;12773.944135802469
3886;12765.5625
1196;12765.253092783505
8212;12763.522222222222
2699;12742.731111111112
1813;12727.364016736401
1005;12712.258333333333
2918;12705.597142857143
7753;12693.2464
1221;12688.728925619835
3562;12685.583
125;12684.975999999999
4269;12677.733009708738
3967;12677.080952380951
1255;12675.773076923077
2435;12673.881401617251
8041;12672.645475113122
1897;12671.406834532374
3735;12666.224528301887
10613;12661.096103896105
10280;12648.655862068967
5708;12647.135714285714
3589;12644.448051948051
11231;12635.164739884392
3597;12632.988995215312
3269;12629.209302325582
3014;12614.905283018868
3862;12611.066990291261
10562;12604.605855855856
2988;12602.474999999999
3957;12591.671241830065
2934;12587.311842105262
3638;12584.199999999999
1124;12580.411877394636
314;12577.95201793722
1660;12569.55960591133
144;12567.701639344263
803;12545.738349514564
4214;12521.4195
4408;12511.893272171254
2993;12505.413181818181
1040;12477.516959064327
5593;12471.849484536084
4337;12470.097051597051
9549;12460.306779661016
9646;12456.662937062938
11186;12455.629498525075
846;12440.168558951966
2506;12433.717318435754
4626;12433.39880239521
186;12428.827602905569
5481;12428.34193548387
6289;12424.029285714287
2720;12418.697604790419
3664;12413.416161616162
10134;12410.41554054054
7997;12408.077333333333
7926;12407.59895287958
1641;12401.52397260274
3756;12391.949342105263
2099;12391.730279898218
2517;12382.920149253732
649;12364.716770186335
10807;12352.042105263157
3286;12342.900862068966
3455;12340.97842105263
4484;12335.5669250646
7769;12332.515632183908
2635;12323.253551912569
3386;12316.092748091602
5267;12308.34721030043
6897;12307.043523316062
1010;12290.244982698961
3074;12284.416319444445
3942;12275.04824120603
1646;12259.158801498126
3646;12252.589908256881
4346;12249.816078431373
8127;12240.716326530612
811;12231.12888888889
2378;12220.620459770116
3921;12217.992779783393
3920;12216.400341296927
5001;12205.929133858268
595;12203.43710691824
1733;12202.47950310559
387;12200.067857142858
1967;12189.458609271524
2304;12188.49076923077
4784;12183.742857142857
3674;12178.439298245614
4851;12159.365517241378
1808;12144.217821782178
10079;12142.31894977169
1416;12134.528488372092
2594;12119.865
2175;12103.031670822944
1339;12094.5734375
9203;12067.004259259258
1284;12063.3989010989
3418;12047.38440860215
7745;12036.847337278106
2966;12035.429655172415
8341;12034.238405797101
9333;12028.09781420765
4858;12024.735074626866
1263;12024.405699481864
4131;12023.291743119267
2390;12016.263963963964
2922;12012.26920289855
863;12011.304887983708
2245;11978.062990196078
4383;11970.989673913044
3200;11965.970760233919
5180;11962.608108108108
10663;11962.187526427062
10478;11961.10932642487
5011;11957.770515970515
10068;11947.690972222223
915;11944.666666666666
2509;11941.01582278481
2859;11918.307923497268
3217;11912.21590909091
10439;11902.29643705463
960;11889.723848238482
4336;11876.945871559634
4035;11876.112054794521
133;11876.038053097345
4259;11875.13886462882
2013;11869.653333333334
5868;11865.731989247312
1693;11860.126804123713
3958;11857.782978723406
11244;11844.909411764707
2444;11844.177777777779
2216;11837.73986784141
3876;11837.467118644066
4240;11832.463535911602
10105;11830.941883767535
67;11827.65445026178
1125;11821.914166666666
9201;11814.67281553398
3106;11814.247435897436
3689;11813.701025641027
1715;11812.396969696969
2122;11810.152765957446
2759;11803.640277777777
2062;11799.427881040892
3230;11790.417424242425
9422;11788.277695167288
2551;11784.50460251046
2125;11774.301333333333
4158;11765.844594594595
10670;11761.351923076923
1022;11743.518466898953
2527;11722.982708333333
5305;11718.572483221476
2458;11708.165662650603
3371;11694.636647727273
2968;11679.239805825244
850;11677.328695652175
2762;11670.911041009464
10963;11652.888380281689
9656;11633.435343035344
539;11613.286968838527
6463;11612.21330472103
248;11610.811057692308
9491;11606.552340425531
3223;11604.185714285715
3382;11591.680952380952
2162;11579.852439024391
3402;11578.499210526315
6473;11575.646088794925
10520;11559.106435643564
3051;11551.54005934718
9560;11534.259090909092
8625;11533.747358834244
4537;11529.743312101911
610;11518.618577075098
8158;11514.939999999999
3279;11509.59852398524
6062;11507.826237623762
7844;11498.813387978142
9645;11498.068260869566
4456;11495.902604166666
3771;11493.93040752351
2962;11484.25308056872
360;11473.299285714285
1845;11472.923863636364
3690;11447.908035714285
11042;11444.60093457944
4471;11441.736363636363
378;11415.406686046512
4354;11413.263636363636
6686;11411.327127659575
10789;11409.673776223777
2319;11398.711842105264
422;11383.08693877551
18;11367.98262195122
6083;11366.441818181818
3833;11365.177647058823
1247;11360.431235431235
337;11358.768617021276
3905;11356.034426229508
4659;11351.668923076923
9828;11348.628078817734
1580;11338.72403846154
399;11335.4974522293
2089;11331.990434782609
4273;11330.204285714286
1494;11326.86507936508
993;11316.675238095237
122;11309.101818181818
6358;11302.852482269504
6265;11291.70202020202
1948;11285.88431372549
11111;11284.766869918698
1583;11282.517994100295
2254;11264.989344262294
816;11259.115010141988
84;11255.514691943128
2494;11244.770438799076
3364;11237.849453551913
2144;11228.382272727273
3815;11225.2
3311;11212.92641509434
2782;11211.228181818182
3115;11196.760194174758
2929;11189.996017699115
3896;11179.23
3558;11174.169947275923
2028;11169.064976958525
276;11168.132307692307
11013;11166.87180385289
1804;11165.713675213676
501;11162.856223175966
3216;11162.466666666667
5602;11160.63093922652
11141;11159.265131578948
10607;11155.03611111111
4078;11153.5476635514
3766;11148.218348623854
3260;11138.466785079929
3789;11127.208441558441
3127;11120.983797468354
9703;11094.842725173212
3005;11091.923762376238
677;11084.274193548386
3584;11075.377835051546
5891;11066.266379310344
974;11062.97347670251
6511;11058.83768115942
4413;11057.841602067185
3403;11051.497637795275
4171;11044.228969359332
3233;11031.177112676056
1701;11024.597429305913
16;11023.398333333334
1478;11012.424827586208
2350;11007.917587939699
3112;10986.98861047836
1139;10980.987969924812
2130;10975.656198347107
1867;10966.394382022472
2938;10942.402987697715
4144;10934.232432432433
3018;10923.85859375
2982;10903.829702970297
4134;10894.367441860466
2222;10883.839067055393
4448;10880.96705336427
3925;10876.40830564784
7674;10876.403875968994
4047;10871.844843049326
2971;10865.994298245614
2471;10865.49104477612
4725;10859.032432432434
277;10858.391973244148
1651;10857.552222222223
3161;10849.134965034966
6321;10834.656439393939
6510;10823.504878048781
7424;10809.398540145987
2741;10803.26507936508
25;10797.6098540146
6649;10793.659139784946
4332;10791.988524590164
4330;10782.098800000002
10906;10773.660925449873
3907;10772.565317919076
3624;10753.857978723405
1502;10751.649504950496
8784;10743.861780104711
1896;10740.196226415093
4580;10737.189071038252
3083;10730.027956989246
4128;10724.303846153845
6434;10719.853688524589
1965;10712.820408163265
9826;10692.783769633508
8316;10682.702369668248
7487;10681.832173913042
3790;10672.810526315789
3293;10670.768387096774
9707;10663.849896480331
1983;10656.48163265306
8931;10654.2025
1684;10652.10197368421
8856;10621.714503816793
34;10617.678484107579
2933;10610.785412262156
4527;10606.290588235295
1389;10603.125396825397
8519;10591.576470588236
8533;10587.940202702703
5065;10586.615549597855
530;10586.09212598425
5125;10580.179716981133
7957;10580.026011560694
1894;10579.558208955224
4143;10568.095081967214
2576;10563.463476070528
176;10550.070072992701
95;10525.39124423963
5740;10524.606609195402
3594;10523.305033557046
4009;10511.11237113402
7011;10497.174719101124
3990;10493.233606557376
1388;10481.84938271605
1870;10460.110548523207
871;10458.196551724139
4447;10446.916577540107
268;10440.4449704142
179;10440.25462184874
4156;10432.727659574468
9052;10428.29405940594
10019;10427.723199999999
2799;10425.669907407408
4342;10424.276326530613
5837;10415.95028901734
9006;10415.231177829099
1547;10413.637123745819
347;10410.830343007916
9353;10408.640869565217
2087;10399.886578947368
3859;10391.469364161849
4863;10388.822988505746
412;10383.282325581396
4066;10380.561290322581
487;10379.938461538462
263;10378.490683229813
11382;10368.228853754941
5726;10363.978571428572
4130;10363.941891891891
9750;10353.194711538461
5194;10352.20524691358
4405;10349.603311258279
845;10344.267857142857
2224;10336.47319587629
4894;10335.819024390243
2261;10327.237500000001
2083;10326.511764705883
4140;10323.181818181818
3278;10313.029746835442
4478;10311.165030674845
8381;10303.001872659175
3726;10298.830808080807
3370;10287.440822784809
1304;10266.36418918919
2190;10265.27100840336
405;10257.614285714286
9041;10257.506791569087
1996;10255.551533742331
4727;10215.467422096317
5735;10213.498095238096
96;10211.556732223904
709;10209.523131672599
7907;10202.351231527095
2207;10199.521472392638
4994;10195.773300970874
1787;10195.761538461538
7606;10185.40671641791
5428;10178.935807860262
3137;10167.699999999999
2740;10164.364528301887
2092;10154.619999999999
3538;10151.358125
2840;10140.293092105263
99;10136.984274193548
1156;10136.502040816325
6034;10133.123356009071
5742;10118.792181069959
1536;10114.15362997658
11021;10103.73486973948
7894;10103.442657342657
5546;10091.360704607047
442;10057.35125
307;10054.908
8547;10054.15545722714
4995;10054.091233766234
1043;10053.697435897437
10227;10046.721447028423
7824;10046.266666666666
2624;10043.344723618091
1103;10039.967195767196
452;10037.89203187251
8759;9997.700238095238
2920;9997.032786885246
10093;9992.61404255319
1998;9983.305120481928
3050;9982.3921182266
177;9977.342372881356
2812;9976.306451612903
3953;9966.864566929135
617;9965.76625
1079;9959.487967914438
6461;9953.653535353535
2612;9945.490721649485
404;9945.236538461539
1838;9944.968582375479
480;9943.705833333333
6440;9941.227586206896
1828;9918.677586206897
718;9901.693950177936
8899;9901.123991507431
3210;9892.191666666668
26;9888.995441595442
2464;9887.19284116331
4225;9886.981366459628
9472;9881.049779735682
9455;9880.378971962617
500;9875.775242718446
3374;9872.053929539295
5120;9866.774392935982
2728;9843.180373831776
3299;9842.12125
1136;9806.389041095892
2296;9800.439393939394
1871;9798.347902097903
1147;9789.480058651026
245;9785.830981595092
1101;9764.617391304348
5422;9763.806666666667
257;9762.453293413173
4462;9752.94824120603
3274;9749.735999999999
998;9745.919941348975
4352;9745.793201133145
3527;9742.369291338582
897;9739.590427698575
8073;9737.571294559099
3166;9726.22693208431
253;9724.026553672316
10266;9714.766445916115
2827;9711.192592592593
3090;9710.279166666665
839;9709.062992125984
2184;9708.684112149533
9225;9705.639015151515
180;9697.33081570997
6555;9688.57694063927
3495;9685.908860759495
2267;9683.827075812274
8564;9683.493370165746
9790;9678.730851063829
6806;9672.981981981982
5133;9659.751530612246
3395;9651.546376811593
9633;9646.733333333334
374;9642.863072776281
1169;9640.50566037736
8026;9632.166666666666
525;9630.434574468085
2138;9629.492134831462
3401;9620.462857142857
2056;9618.347588424438
2599;9616.60204778157
4082;9615.236725663717
4493;9614.47786885246
3801;9613.034265734264
1612;9605.129375
893;9604.679069767442
2072;9591.608259587021
1607;9580.49349112426
2825;9569.431210191082
1653;9567.11304347826
9591;9564.720568927789
1071;9562.872264631043
2411;9559.226283987915
286;9557.824137931035
4386;9557.534545454546
2708;9551.81719745223
6866;9541.444000000001
573;9538.629213483146
2156;9535.203424657533
1074;9534.833783783783
8051;9533.832451923077
1498;9533.125
1805;9526.48756476684
641;9522.58762886598
3749;9520.03904109589
3781;9505.414933333333
3422;9503.4197740113
232;9500.237704918032
1591;9493.011666666667
1610;9489.74362745098
3950;9489.151219512196
4264;9487.065084745764
4283;9485.561016949152
4286;9477.854
10036;9475.253548387098
10063;9471.40775862069
9192;9471.28916967509
3262;9462.6
840;9460.210752688172
1527;9456.969922879176
240;9454.45
126;9452.159402985075
2132;9440.091585760518
967;9436.201739130434
2443;9431.951020408163
478;9423.39255319149
851;9416.999162011174
1886;9407.5004784689
1114;9405.016975308641
722;9403.888775510204
5572;9397.153191489362
33;9395.30465116279
3427;9390.141780821918
2756;9374.016666666666
4618;9366.161744966443
3372;9358.894019933556
1552;9356.386943620178
1106;9353.359102902376
782;9348.919480519482
8320;9347.404294478527
3861;9338.370967741936
330;9336.053076923075
10493;9331.93220338983
739;9324.951685393258
8149;9315.01142857143
6930;9312.588795518208
2837;9301.374509803922
3845;9294.541224489796
1878;9286.640329218108
790;9284.459359605911
5622;9277.94831858407
2522;9275.793193717278
3484;9273.014516129033
3408;9272.677408637874
103;9268.925945945946
695;9264.57816091954
1626;9260.680681818183
10738;9257.13109090909
2287;9254.719428571429
2634;9254.555172413793
2515;9254.378518518519
158;9251.514615384614
2547;9249.077911646586
4937;9248.266785714286
4350;9237.749152542374
3785;9237.284160756502
1623;9236.536
7857;9235.258549222799
498;9230.622653721683
1170;9225.781481481481
2707;9220.491623036649
10558;9206.767659574467
2844;9205.276646706587
8982;9201.687211740042
7765;9195.694189602447
1900;9189.042331288343
2927;9184.858490566037
2954;9182.46126126126
3167;9178.29094488189
9883;9178.110020449898
683;9176.854487179487
270;9173.88062015504
7;9169.537692307691
485;9169.314214876033
2141;9165.618691588785
3590;9161.33850931677
3258;9154.490147783252
494;9146.917197452229
1210;9145.949659863947
755;9142.29156626506
706;9134.837777777779
5758;9132.991791044775
3992;9120.683018867925
2554;9115.661458333334
424;9114.664705882355
3567;9111.10923076923
10812;9105.021052631579
8085;9103.571982758622
3508;9099.340157480314
6158;9098.563063063064
295;9091.4953125
141;9088.932780082987
11328;9087.808219178081
3460;9087.7
2899;9085.080357142857
3938;9081.492792792793
3663;9080.550000000001
1780;9078.210869565217
5395;9078.154081632652
1062;9071.513888888889
3162;9065.444311377245
376;9061.278490566037
10652;9059.65167785235
1732;9055.599431818182
7274;9049.84827586207
1869;9041.925443786982
3665;9041.819047619047
1050;9041.680997624704
116;9032.74831460674
6872;9030.602272727272
2228;9030.531460674158
6273;9029.850753768844
2504;9028.225
3448;9027.861379310345
517;9027.673949579832
1350;9022.117808219178
3113;9021.271290944123
3739;9020.050549450549
1023;9016.055714285714
453;9009.379090909091
4596;9003.926744186047
618;9003.254037267081
867;9002.366265060242
3093;9001.427906976744
1252;9001.230000000001
1807;8996.3234375
285;8992.549753694582
3303;8986.708474576271
9814;8986.131941031941
4026;8973.925694444444
1576;8969.109395973155
3591;8964.889839572192
1362;8963.432530120483
3453;8963.060619469026
4260;8956.27890410959
11333;8955.966032608696
319;8953.593617021277
4055;8951.174785100287
1993;8930.863374485596
11069;8930.721875
2030;8926.62509090909
5256;8926.522549019608
1734;8923.971551724138
77;8922.564423076923
3407;8919.035825545172
1036;8915.719095477387
10365;8910.681534090909
213;8903.03744680851
3745;8901.418907563026
2845;8894.807407407408
2004;8893.153658536585
1742;8890.85
3502;8889.616574585636
3229;8886.12129963899
1746;8884.365625
7445;8882.794805194806
1319;8881.703333333335
2521;8873.45806451613
1700;8869.676119402984
2787;8867.66393442623
4948;8867.422784810127
2095;8866.266860465115
3622;8854.060655737705
43;8852.606542056075
1685;8852.225174825175
2987;8847.261838440112
1293;8839.771612903227
2903;8839.750166112955
1727;8836.733734939759
239;8833.284358523726
1938;8830.738730158731
1636;8827.178899082568
7721;8826.553608247423
8998;8824.54375
1417;8822.509677419355
3071;8821.898076923078
2385;8798.646017699115
3220;8791.437962962962
9528;8790.857142857143
3772;8790.314018691588
2731;8790.178139534884
1080;8787.39688385269
52;8782.662499999999
2639;8775.667407407407
3579;8773.115081967213
197;8771.602139037434
8957;8768.49769820972
1614;8763.905128205128
2376;8762.490697674419
3058;8760.861924686193
1941;8754.836693548386
159;8751.879464285714
1452;8746.277837837837
3632;8744.318691588785
858;8743.146296296296
785;8741.077777777778
8132;8738.733101851853
1435;8733.775555555556
47;8732.554690265488
2702;8726.708095238095
6636;8723.55930232558
1160;8713.037254901961
2456;8711.730943396227
3804;8711.622
446;8710.75964467005
7713;8710.155033557048
606;8702.170666666667
3782;8701.339597315437
1251;8700.730097087378
3072;8696.762299465241
9265;8694.947433903577
1739;8694.884615384615
1127;8688.91432038835
3757;8688.69357798165
120;8684.962857142857
3404;8683.381034482758
1289;8667.905357142858
256;8659.956796116505
2670;8657.429166666667
3683;8655.938605898124
2176;8654.492356687899
7774;8653.010983981692
3614;8647.361574074075
3322;8645.412834224599
3662;8644.15
3037;8637.745724907063
23;8637.45945945946
6927;8636.512426035504
2797;8636.43
544;8629.023228346456
184;8628.81717791411
1978;8622.56365248227
4999;8620.774308300395
3503;8617.864367816092
2311;8613.65
1510;8611.010227272727
3088;8608.445405405404
3505;8601.623513513514
1559;8600.723890784982
878;8600.197701149425
68;8597.946933962265
2882;8594.964655172414
3931;8592.946153846153
4660;8588.025531914895
3353;8585.52608695652
1819;8571.990217391303
2153;8566.142700729928
1662;8564.728089887642
3529;8563.862820512819
2932;8563.011908396946
7180;8561.956756756756
3377;8543.671538461538
716;8538.7368
621;8538.491623036649
1443;8534.613698630137
10857;8534.55
1056;8532.345569620255
9104;8530.74540942928
7156;8529.944827586207
1664;8523.118023255814
3877;8522.892481203007
1500;8522.818918918918
393;8520.666101694915
2118;8516.114814814815
10320;8510.056916099773
2681;8499.682795698925
290;8497.66415478615
2298;8496.318732782369
7637;8492.995321637427
3019;8491.779856115107
2034;8487.056329113924
6950;8484.919254658385
1692;8476.80051020408
3459;8467.223287671233
221;8465.836690647482
4079;8464.04743150685
1151;8455.3476
819;8454.595794392524
3923;8452.581984334203
3518;8451.128658536585
2867;8436.566846361186
1504;8436.285549132948
3915;8435.48112745098
689;8435.13564013841
1475;8434.03282051282
5794;8432.135807860263
1361;8420.028
3555;8416.557608695652
10022;8411.594736842106
2630;8403.417127071823
512;8401.032520325203
5358;8400.546441947565
3060;8388.297849462366
2356;8370.743564356435
105;8368.81186440678
2137;8368.556626506024
3426;8365.587046632125
3424;8357.655338078292
1987;8356.897857142856
511;8356.081818181818
2164;8350.850344827586
7176;8350.809395973154
7966;8347.041071428572
635;8340.59317647059
427;8337.986261980832
463;8336.521484375
619;8335.186153846153
3431;8333.215753424658
2178;8331.91507936508
2726;8325.981640625
3239;8321.813924050633
1821;8317.707142857143
8628;8316.672282608695
4631;8315.958646616542
3069;8313.802669902912
1261;8305.187022900764
807;8303.95577689243
3897;8298.960185185184
596;8293.183064516128
272;8287.136090225564
2940;8283.751506849314
1963;8282.259803921568
9241;8281.735148514852
904;8272.47037037037
697;8270.332330827068
447;8266.031944444445
2440;8265.633823529412
2744;8263.484146341463
7965;8256.87709359606
1198;8254.386999999999
3036;8254.256378600823
2900;8252.396153846154
7136;8252.138786279684
4475;8252.050000000001
9156;8251.552777777779
5313;8247.93394342762
1111;8244.253296703297
3219;8243.471264367816
1994;8230.705915492958
2467;8224.87783375315
3959;8224.006422018349
2887;8222.025609756098
3240;8220.808294930875
3084;8215.2605
329;8203.52658227848
589;8202.902857142857
1656;8200.425
1112;8199.580176211453
2323;8196.298046875
950;8187.483008356546
5442;8186.315849056605
1000;8184.491267123289
1818;8180.510526315789
3528;8179.973432835821
3596;8178.376774193548
1599;8177.287029288704
2250;8176.925142857142
1906;8166.449537037038
5362;8158.7140625
284;8158.035164835164
172;8156.290476190476
3086;8154.381764705882
11096;8154.342953020135
2629;8152.81893939394
3160;8149.646894409937
2266;8141.8607999999995
2167;8136.214320388349
3026;8132.114099216711
2561;8130.267832167832
1332;8125.60343980344
3135;8111.720634920635
3131;8107.207075471698
4296;8104.039718309859
3778;8103.64975
2564;8101.298947368421
7618;8100.599635036496
4423;8097.128955223881
3544;8094.789473684211
1338;8094.232601351352
1438;8091.542307692308
1495;8085.242260442261
2389;8082.250282485876
2268;8081.111888111888
4088;8074.049003984064
2084;8073.966666666667
3738;8047.822096317281
348;8043.161016949152
3696;8041.744886363637
1539;8040.973230088495
9377;8033.488472622478
1109;8033.449579831933
976;8031.661855670102
3545;8030.916622691293
1837;8027.781725888325
2074;8023.29951923077
3914;8022.0528634361235
3343;8018.677777777778
7099;8017.963677130045
5650;8015.793272171253
497;8014.580050505051
2288;8013.108040201005
1225;8011.085099337749
2950;8009.021019108281
2700;8006.752673267327
6609;8003.1782918149465
4071;8001.5766233766235
1654;7999.225806451613
2483;7997.411904761904
556;7993.3117647058825
2807;7990.888073394496
3376;7988.6884615384615
2450;7984.090697674418
4186;7981.671612903227
1194;7978.804518072289
1919;7975.846546546546
1922;7973.829341317365
3287;7972.828385416667
1750;7971.983265306122
3451;7970.203726708075
837;7966.848633879782
3346;7960.112149532711
627;7955.6507042253525
1946;7955.406756756756
418;7952.10704845815
1945;7952.048192771084
3836;7943.662337662337
3563;7942.428472222222
3444;7940.4
1178;7935.393577981652
48;7928.607284768212
7944;7927.180060422961
3323;7916.062864721486
2139;7908.582388059702
2303;7905.074626865671
3864;7902.654940711463
7632;7899.184472049689
1753;7896.942105263158
1182;7894.436363636363
991;7892.618461538462
1758;7892.3130653266335
6030;7888.511898016997
1467;7886.544107744108
1722;7881.742708333334
830;7878.7245283018865
119;7874.059240506329
7485;7871.535421686747
341;7870.615094339622
10152;7869.409090909091
1507;7866.17889182058
137;7861.501104972375
2998;7857.139759036144
3865;7844.450199203187
2351;7836.63086419753
1323;7826.633142857143
3154;7825.527450980393
41;7818.564788732394
2890;7813.154504504505
4981;7811.218061674009
2174;7810.933333333333
809;7809.628125
6924;7799.980319148936
11359;7799.157142857142
2957;7798.96265560166
3367;7797.634467120181
1129;7796.209354838709
2641;7784.171105527638
5952;7783.763057324841
780;7782.534269662922
3603;7779.061971830986
1752;7778.14391891892
1392;7775.126757369614
2854;7769.668292682926
690;7769.575333333333
3776;7767.839263803681
242;7766.798314606742
1485;7756.645578231293
